family,order,class,phylum,gene,n,n_res,f_res
172606-1,Cytophagales,Bacteroidia,Bacteroidota,rrs,2,0,0
AKS1,AKS1,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
ASO4-4,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,1,0,0
Abditibacteriaceae,Abditibacteriales,Abditibacteriia,Armatimonadota,rrs,1,0,0
Abyssicoccaceae,Staphylococcales,Bacilli,Bacillota,rrs,1,0,0
Acanthopleuribacteraceae,Acanthopleuribacterales,Holophagae,Acidobacteriota,rrs,1,0,0
Acetivibrionaceae,Acetivibrionales,Clostridia,Bacillota,rrs,5,1,0.2
Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,91,26,0.2857142857142857
Acetohalobiaceae,Halobacteroidales,Halanaerobiia,Bacillota,rrs,1,0,0
Acetonemataceae,Sporomusales,Negativicutes,Bacillota,rrs,1,0,0
Acholeplasmataceae,Acholeplasmatales,Bacilli,Bacillota,rrs,9,2,0.2222222222222222
Acidaminobacteraceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Acidaminococcaceae,Acidaminococcales,Negativicutes,Bacillota,rrs,8,0,0
Acidihalobacteraceae,DSM-5130,Gammaproteobacteria,Pseudomonadota,rrs,4,1,0.25
Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,2,0,0
Acidithiobacillaceae,Acidithiobacillales,Gammaproteobacteria,Pseudomonadota,rrs,15,12,0.8
Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,30,29,0.9666666666666667
Acidothermaceae,Acidothermales,Actinomycetes,Actinomycetota,rrs,1,0,0
Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,72,26,0.3611111111111111
Actinopolymorphaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs,6,0,0
Acutalibacteraceae,Oscillospirales,Clostridia,Bacillota,rrs,5,0,0
Aeribacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,18,5,0.2777777777777778
Aeromonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,34,1,0.029411764705882353
Aerosakkonemataceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,4,0,0
Aestuariirhabdaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Afifellaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Aggregatilineaceae,Aggregatilineales,Anaerolineae,Chloroflexota,rrs,1,0,0
Ahniellaceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,11,2,0.18181818181818182
Alcanivoracaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,7,5,0.7142857142857143
Algiphilaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Alicyclobacillaceae,Alicyclobacillales,Bacilli,Bacillota,rrs,12,4,0.3333333333333333
Alkalibacillaceae,Bacillales_D,Bacilli,Bacillota,rrs,8,5,0.625
Alkalibacteraceae,Eubacteriales,Clostridia,Bacillota,rrs,2,0,0
Alkalispirochaetaceae,DSM-27196,Spirochaetia,Spirochaetota,rrs,2,2,1
Alteromonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,124,13,0.10483870967741936
Aminiphilaceae,Synergistales,Synergistia,Synergistota,rrs,1,1,1
Aminithiophilaceae,Synergistales,Synergistia,Synergistota,rrs,1,0,0
Aminobacteriaceae,Synergistales,Synergistia,Synergistota,rrs,3,0,0
Ammonificaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs,2,1,0.5
Amoebophilaceae,Cytophagales_A,Bacteroidia,Bacteroidota,rrs,7,2,0.2857142857142857
Amorphaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,6,0,0
Amphibacillaceae,Bacillales_D,Bacilli,Bacillota,rrs,66,4,0.06060606060606061
Anaerobacillaceae,Bacillales_H,Bacilli,Bacillota,rrs,2,0,0
Anaerohalosphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetota,rrs,1,0,0
Anaerolineaceae,Anaerolineales,Anaerolineae,Chloroflexota,rrs,7,3,0.42857142857142855
Anaeromyxobacteraceae,Myxococcales,Myxococcia,Myxococcota,rrs,6,0,0
Anaerosomataceae,Anaerosomatales,Coriobacteriia,Actinomycetota,rrs,2,0,0
Anaerotignaceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,17,7,0.4117647058823529
Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs,302,118,0.39072847682119205
Ancalomicrobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Aneurinibacillaceae,Aneurinibacillales,Bacilli,Bacillota,rrs,5,2,0.4
Anoxybacillaceae,Bacillales,Bacilli,Bacillota,rrs,20,9,0.45
Antricoccaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,1,1,1
Aquaspirillaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,3,1,0.3333333333333333
Aquificaceae,Aquificales,Aquificia,Aquificota,rrs,7,1,0.14285714285714285
Aquisalimonadaceae,Nitrococcales,Gammaproteobacteria,Pseudomonadota,rrs,4,1,0.25
Arcobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs,25,14,0.56
Arenicellaceae,Arenicellales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Aristaeellaceae,Christensenellales,Clostridia,Bacillota,rrs,3,3,1
Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,23,2,0.08695652173913043
Atribacteraceae,Atribacterales,Atribacteria,Atribacterota,rrs,1,0,0
Azospirillaceae,Azospirillales,Alphaproteobacteria,Pseudomonadota,rrs,30,4,0.13333333333333333
B-17BO,B-17B0,Bacteroidia,Bacteroidota,rrs,1,0,0
BH030062,Bacillales_D,Bacilli,Bacillota,rrs,2,0,0
BOQE01,Tumebacillales,Bacilli,Bacillota,rrs,1,0,0
Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,102,8,0.0784313725490196
Bacillaceae_B,Bacillales_B,Bacilli,Bacillota,rrs,5,0,0
Bacillaceae_C,Bacillales_B,Bacilli,Bacillota,rrs,9,3,0.3333333333333333
Bacillaceae_D,Bacillales_H,Bacilli,Bacillota,rrs,22,16,0.7272727272727273
Bacillaceae_F,Bacillales_H,Bacilli,Bacillota,rrs,4,1,0.25
Bacillaceae_G,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Bacillaceae_H,Bacillales,Bacilli,Bacillota,rrs,4,0,0
Bacillaceae_I,Bacillales,Bacilli,Bacillota,rrs,3,0,0
Bacillaceae_J,Bacillales_C,Bacilli,Bacillota,rrs,2,2,1
Bacillaceae_L,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Bacteriovoracaceae,Bacteriovoracales,Bacteriovoracia,Bdellovibrionota,rrs,5,3,0.6
Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,62,29,0.46774193548387094
Balneatricaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,16,1,0.0625
Balneolaceae,Balneolales,Rhodothermia,Bacteroidota_A,rrs,15,1,0.06666666666666667
Barnesiellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Bdellovibrionaceae,Bdellovibrionales,Bdellovibrionia,Bdellovibrionota,rrs,4,0,0
Beggiatoaceae,Beggiatoales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Beijerinckiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,103,1,0.009708737864077669
Bernardetiaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs,1,0,0
Beutenbergiaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,13,7,0.5384615384615384
Bianqueaceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Bifidobacteriaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,87,36,0.41379310344827586
Blattabacteriaceae,Flavobacteriales_B,Bacteroidia,Bacteroidota,rrs,3,1,0.3333333333333333
Borreliaceae,Borreliales,Spirochaetia,Spirochaetota,rrs,5,1,0.2
Brachyspiraceae,Brachyspirales,Brachyspiria,Spirochaetota,rrs,10,0,0
Bradymonadaceae,Bradymonadales,Bradymonadia,Myxococcota,rrs,4,1,0.25
Brevibacillaceae,Brevibacillales,Bacilli,Bacillota,rrs,22,3,0.13636363636363635
Brevibacteriaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,34,3,0.08823529411764706
Breznakiellaceae,Treponematales,Spirochaetia,Spirochaetota,rrs,1,0,0
Bryobacteraceae,Bryobacterales,Terriglobia,Acidobacteriota,rrs,2,0,0
Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,669,189,0.2825112107623318
Butyricicoccaceae,Oscillospirales,Clostridia,Bacillota,rrs,6,3,0.5
CECT-8803,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
CGMCC-115725,ATCC43930,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Caldalkalibacillaceae,Caldalkalibacillales,Bacilli,Bacillota,rrs,3,1,0.3333333333333333
Caldibacillaceae,Bacillales_B,Bacilli,Bacillota,rrs,4,0,0
Caldicellulosiruptoraceae,Caldicellulosiruptorales,Thermoanaerobacteria,Bacillota,rrs,8,0,0
Caldicoprobacteraceae,Caldicoprobacterales,Clostridia,Bacillota,rrs,1,0,0
Caldilineaceae,Caldilineales,Anaerolineae,Chloroflexota,rrs,1,1,1
Caldisalinibacteraceae,Tissierellales,Clostridia,Bacillota,rrs,1,0,0
Caldisericaceae,Caldisericales,Caldisericia,Caldisericota,rrs,1,1,1
Calditerricolaceae,Calditerricolales,Bacilli,Bacillota,rrs,1,0,0
Calditerrivibrionaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rrs,1,1,1
Calditrichaceae,Calditrichales,Calditrichia,Calditrichota,rrs,1,0,0
Caloramatoraceae,Clostridiales,Clostridia,Bacillota,rrs,2,1,0.5
Caminicellaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
Campylobacteraceae,Campylobacterales,Campylobacteria,Campylobacterota,rrs,14,0,0
Carbonactinosporaceae,Streptomycetales,Actinomycetes,Actinomycetota,rrs,1,1,1
Carboxydocellaceae,Carboxydocellales,GCA-003054495,Bacillota,rrs,1,1,1
Carboxydothermaceae,Carboxydothermales,Z-2901,Bacillota,rrs,2,1,0.5
Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,rrs,3,2,0.6666666666666666
Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs,23,5,0.21739130434782608
Casimicrobiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Catellicoccaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Catenulisporaceae,Streptomycetales,Actinomycetes,Actinomycetota,rrs,9,0,0
Caulobacteraceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs,63,0,0
Celerinatantimonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,5,1,0.2
Cellulomonadaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,81,23,0.2839506172839506
Cellulosilyticaceae,Lachnospirales,Clostridia,Bacillota,rrs,2,2,1
Cellvibrionaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,35,3,0.08571428571428572
Cerasicoccaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs,4,3,0.75
Chamaesiphonaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,1,0,0
Chitinibacteraceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,23,13,0.5652173913043478
Chitinimonadaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,5,1,0.2
Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs,62,12,0.1935483870967742
Chlamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,rrs,8,0,0
Chloracidobacteriaceae,Chloracidobacteriales,Blastocatellia,Acidobacteriota,rrs,3,1,0.3333333333333333
Chlorobiaceae,Chlorobiales,Chlorobiia,Bacteroidota_A,rrs,11,5,0.45454545454545453
Chloroflexaceae,Chloroflexales,Chloroflexia,Chloroflexota,rrs,3,1,0.3333333333333333
Christensenellaceae,Christensenellales,Clostridia,Bacillota,rrs,1,0,0
Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,26,2,0.07692307692307693
Chromobacteriaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs,37,24,0.6486486486486487
Chroococcidiopsidaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,3,2,0.6666666666666666
Chrysiogenaceae,Chrysiogenales,Chrysiogenetes,Chrysiogenota,rrs,2,1,0.5
Chthoniobacteraceae,Chthoniobacterales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,0,0
Clostridiaceae,Clostridiales,Clostridia,Bacillota,rrs,67,22,0.3283582089552239
Cohaesibacteraceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Coleofasciculaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,2,0,0
Competibacteraceae,Competibacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Coprobacillaceae,Erysipelotrichales,Bacilli,Bacillota,rrs,11,5,0.45454545454545453
Coprobacteraceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,1,1
Coprothermobacteraceae,Coprothermobacterales,Coprothermobacteria,Coprothermobacterota,rrs,2,2,1
Coraliomargaritaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs,4,0,0
Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,10,1,0.1
Coxiellaceae,Coxiellales,Gammaproteobacteria,Pseudomonadota,rrs,3,1,0.3333333333333333
Criblamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,rrs,1,0,0
Crocinitomicaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs,9,2,0.2222222222222222
Cryomorphaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs,1,0,0
Cryptosporangiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,3,0,0
Culicoidibacteraceae,Culicoidibacterales,Bacilli,Bacillota,rrs,1,0,0
Cyanobacteriaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs,2,0,0
Cyanobiaceae,PCC-6307,Cyanobacteriia,Cyanobacteriota,rrs,5,1,0.2
Cyclobacteriaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs,95,41,0.43157894736842106
Cycloclasticaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Cyclonatronaceae,Balneolales,Rhodothermia,Bacteroidota_A,rrs,1,1,1
Cytophagaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs,3,0,0
DA-C8,Paenibacillales,Bacilli,Bacillota,rrs,1,0,0
DRI-13,DRI-13,Peptococcia,Bacillota,rrs,1,0,0
DSM-100316,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
DSM-103792,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
DSM-12255,Geobacterales,Desulfuromonadia,Desulfobacterota,rrs,1,0,0
DSM-1321,Bacillales_B,Bacilli,Bacillota,rrs,14,0,0
DSM-13327,DSM-13327,Negativicutes,Bacillota,rrs,2,2,1
DSM-16500,DSM-16500,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
DSM-18226,Bacillales_B,Bacilli,Bacillota,rrs,47,3,0.06382978723404255
DSM-19205,Spirochaetales_E,Spirochaetia,Spirochaetota,rrs,1,0,0
DSM-21159,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rrs,4,2,0.5
DSM-21967,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
DSM-22653,Thermicanales,Bacilli,Bacillota,rrs,2,2,1
DSM-22679,DSM-22679,Bacilli,Bacillota,rrs,1,0,0
DSM-23947,Bacillales_B,Bacilli,Bacillota,rrs,1,0,0
DSM-24629,Lachnospirales,Clostridia,Bacillota,rrs,2,2,1
DSM-25080,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
DSM-25281,Bacillales_B,Bacilli,Bacillota,rrs,1,0,0
DSM-26407,DSM-26407,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
DSM-27016,Acetivibrionales,Clostridia,Bacillota,rrs,6,0,0
DSM-28697,DSM-28697,Bacilli,Bacillota,rrs,2,2,1
DSM-2933,Acetivibrionales,Clostridia,Bacillota,rrs,1,1,1
DSM-44946,Thermoactinomycetales,Bacilli,Bacillota,rrs,1,0,0
DSM-45169,Thermoactinomycetales,Bacilli,Bacillota,rrs,7,5,0.7142857142857143
DSM-5069,Thermotogales,Thermotogae,Thermotogota,rrs,4,3,0.75
DSM-6294,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,7,2,0.2857142857142857
DSM-8532,DSM-8532,Clostridia,Bacillota,rrs,1,1,1
DSM-9756,Syntrophobacterales,Syntrophobacteria,Desulfobacterota,rrs,1,1,1
DTU029,Halanaerobiales,Halanaerobiia,Bacillota,rrs,1,0,0
DY22613,DY22613,Halanaerobiia,Bacillota,rrs,1,0,0
Deferribacteraceae,Deferribacterales,Deferribacteres,Chrysiogenota,rrs,3,0,0
Deferrisomataceae,Deferrisomatales,Deferrisomatia,Desulfobacterota_C,rrs,1,0,0
Deferrivibrionaceae,Deferribacterales,Deferribacteres,Chrysiogenota,rrs,1,1,1
Defluviitaleaceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia,Chloroflexota,rrs,2,0,0
Deinococcaceae,Deinococcales,Deinococci,Deinococcota,rrs,35,5,0.14285714285714285
Demequinaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,15,1,0.06666666666666667
Dendrosporobacteraceae,DSM-1736,Negativicutes,Bacillota,rrs,1,0,0
Dermabacteraceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,17,5,0.29411764705882354
Dermatophilaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,83,6,0.07228915662650602
Desulfallaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs,1,0,0
Desulfarculaceae,Desulfarculales,Desulfarculia,Desulfobacterota,rrs,2,1,0.5
Desulfatirhabdiaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,1,1,1
Desulfitibacteraceae,Desulfitibacterales,DSM-16504,Bacillota,rrs,1,1,1
Desulfitobacteriaceae,Desulfitobacteriales,Desulfitobacteriia,Bacillota,rrs,14,12,0.8571428571428571
Desulfobaccaceae,Desulfobaccales,Desulfobaccia,Desulfobacterota,rrs,1,1,1
Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,8,3,0.375
Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rrs,7,1,0.14285714285714285
Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rrs,9,7,0.7777777777777778
Desulfococcaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,2,1,0.5
Desulfofarciminaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs,1,0,0
Desulfohalobiaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs,1,1,1
Desulfohalotomaculaceae,Desulfotomaculales,Desulfotomaculia,Bacillota,rrs,1,0,0
Desulfolunaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,2,0,0
Desulfonatronovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs,3,1,0.3333333333333333
Desulfonauticaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs,2,1,0.5
Desulfonisporaceae,Peptococcales,Peptococcia,Bacillota,rrs,1,0,0
Desulfoplanaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs,1,0,0
Desulforegulaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,1,1,1
Desulfosalsimonadaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,1,0,0
Desulfosarcinaceae,Desulfobacterales,Desulfobacteria,Desulfobacterota,rrs,7,7,1
