genus,family,order,class,phylum,gene,n,n_res,f_res
Desulfovermiculus,Desulfothermaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs_MG1655_2ndrun,1,0,0
Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs_MG1655_2ndrun,12,0,0
Desulfovulcanus,Desulfonauticaceae,Desulfovibrionales,Desulfovibrionia,Desulfobacterota_I,rrs_MG1655_2ndrun,1,0,0
Desulfurella,Desulfurellaceae,Desulfurellales,Desulfurellia,Campylobacterota,rrs_MG1655_2ndrun,2,0,0
Desulfuribacillus,Desulfuribacillaceae,Desulfuribacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Desulfurispira,Chrysiogenaceae,Chrysiogenales,Chrysiogenetes,Chrysiogenota,rrs_MG1655_2ndrun,1,0,0
Desulfurispirillum,Chrysiogenaceae,Chrysiogenales,Chrysiogenetes,Chrysiogenota,rrs_MG1655_2ndrun,1,0,0
Desulfurivibrio,Desulfurivibrionaceae,Desulfobulbales,Desulfobulbia,Desulfobacterota,rrs_MG1655_2ndrun,2,0,0
Desulfurobacterium,Desulfurobacteriaceae,Desulfurobacteriales,Aquificia,Aquificota,rrs_MG1655_2ndrun,4,0,0
Desulfuromonas,Desulfuromonadaceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,4,0,0
Desulfuromusa,Geopsychrobacteraceae,Desulfuromonadales,Desulfuromonadia,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dethiobacter,Dethiobacteraceae,Dethiobacterales,Dethiobacteria,Bacillota,rrs_MG1655_2ndrun,1,0,0
Dethiosulfatarculus,Desulfarculaceae,Desulfarculales,Desulfarculia,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dethiosulfatibacter,Dethiosulfatibacteraceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Dethiosulfovibrio,Dethiosulfovibrionaceae,Synergistales,Synergistia,Synergistota,rrs_MG1655_2ndrun,2,0,0
Devosia,Devosiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,38,0,0
Devriesea,Dermabacteraceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Dialister,Dialisteraceae,Veillonellales,Negativicutes,Bacillota,rrs_MG1655_2ndrun,5,0,0
Diaminobutyricimonas,Microbacteriaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Diaphorobacter,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Dichelobacter,Cardiobacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Dichotomicrobium,Rhodomicrobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Dickeya,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,13,0,0
Dictyobacter,Ktedonobacteraceae,Ktedonobacterales,Ktedonobacteria,Chloroflexota,rrs_MG1655_2ndrun,6,1,0.16666666666666666
Dictyoglomus,Dictyoglomaceae,Dictyoglomales,Dictyoglomia,Dictyoglomota,rrs_MG1655_2ndrun,2,0,0
Dielma,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Dietzia,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,12,0,0
Dinghuibacter,Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Dinoroseobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Diplocloster,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Dissulfuribacter,Dissulfuribacteraceae,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dissulfurimicrobium,Sh68,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dissulfurirhabdus,Dissulfurirhabdaceae,Dissulfuribacterales,Dissulfuribacteria,Desulfobacterota,rrs_MG1655_2ndrun,1,0,0
Dissulfurispira,Dissulfurispiraceae,Thermodesulfovibrionales,Thermodesulfovibrionia,Nitrospirota,rrs_MG1655_2ndrun,1,0,0
Dokdonella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Dokdonia,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,4,0,0
Dolichospermum,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,4,0,0
Dolosicoccus,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Dolosigranulum,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Domibacillus,Domibacillaceae,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,7,0,0
Donghicola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Dongia,Dongiaceae,Dongiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Dongshaea,Aeromonadaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Dorea,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,7,0,0
Draconibacterium,Prolixibacteraceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,5,0,0
Dryocola,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Dubosiella,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Duffyella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Duganella,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Dulcicalothrix,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,1,0,0
Duncaniella,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,4,0,0
Duodenibacillus,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Dyadobacter,Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,24,0,0
Dyella,Rhodanobacteraceae,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,35,0,0
Dysgonomonas,Dysgonomonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,8,0,0
Dysosmobacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,3,0,0
Echinicola,Cyclobacteriaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,10,0,0
Echinimonas,Neiellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ectobacillus,Bacillaceae_G,Bacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Ectopseudomonas,NA,NA,NA,NA,rrs_MG1655_2ndrun,9,0,0
Ectorhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ectothiorhodosinus,Ectothiorhodospiraceae,Ectothiorhodospirales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ectothiorhodospira,Ectothiorhodospiraceae,Ectothiorhodospirales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Edaphobacillus,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Edaphobacter,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs_MG1655_2ndrun,7,0,0
Edaphocola,Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Edaphosphingomonas,NA,NA,NA,NA,rrs_MG1655_2ndrun,2,0,0
Edwardsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Effusibacillus,Effusibacillaceae,Tumebacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Eggerthella,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs_MG1655_2ndrun,5,0,0
Eggerthia,Coprobacillaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Egibacter,Egibacteraceae,Euzebyales,Nitriliruptoria,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Egicoccus,Nitriliruptoraceae,Nitriliruptorales,Nitriliruptoria,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Eikenella,Neisseriaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Eilatimonas,Kordiimonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Eisenbergiella,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Ekhidna,Cyclobacteriaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Eleftheria,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Elioraea,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Elizabethkingia,Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,7,0,0
Elongatibacter,SZUA-36,Xanthomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Elstera,Elsteraceae,Elsterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Elusimicrobium,Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia,Elusimicrobiota,rrs_MG1655_2ndrun,3,0,0
Embleya,Streptomycetaceae,Streptomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
Emcibacter,Emcibacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Emergencia,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Empedobacter,Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,3,0,0
Emticicia,Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,6,0,0
Endobacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Endobacterium,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Endomicrobium,Endomicrobiaceae,Endomicrobiales,Endomicrobiia,Elusimicrobiota,rrs_MG1655_2ndrun,1,0,0
Endosaccharibacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Endozoicomonas,Endozoicomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,10,0,0
Enemella,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,2,0,0
Engelhardtia,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Enhydrobacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Enhygromyxa,Nannocystaceae,Nannocystales,Polyangia,Myxococcota,rrs_MG1655_2ndrun,1,0,0
Enorma,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs_MG1655_2ndrun,5,0,0
Ensifer,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,5,0,0
Enteractinococcus,NA,NA,NA,NA,rrs_MG1655_2ndrun,3,0,0
Enterobacillus,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,26,0,0
Enterobacterales,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Enterobacteriaceae,NA,NA,NA,NA,rrs_MG1655_2ndrun,22,0,0
Enterocloster,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,7,0,0
Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,62,0,0
Enteroscipio,Eggerthellaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Enterovibrio,Vibrionaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Enterovirga,Beijerinckiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Entomobacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Entomomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Entomoplasma,Mycoplasmataceae,Mycoplasmatales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Entomospira,WRBN01,WRBN01,Spirochaetia,Spirochaetota,rrs_MG1655_2ndrun,3,0,0
Eoetvoesiella,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Ephemeroptericola,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Epibacterium,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Epidermidibacterium,Antricoccaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Epilithonimonas,Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,12,0,0
Ereboglobus,Opitutaceae,Opitutales,Verrucomicrobiia,Verrucomicrobiota,rrs_MG1655_2ndrun,1,0,0
Eremococcus,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Erwinia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,14,0,0
Erysipelothrix,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,9,0,0
Erythrobacter,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,21,0,0
Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,7,0,0
Eshraghiella,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Estrella,Criblamydiaceae,Chlamydiales,Chlamydiia,Chlamydiota,rrs_MG1655_2ndrun,1,0,0
Ethanoligenens,Ethanoligenentaceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Eubacterium,Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs_MG1655_2ndrun,12,0,0
Eudoraea,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Euhalothece,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Eupransor,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Euryhalocaulis,Maricaulaceae,Caulobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Euzebya,Euzebyaceae,Euzebyales,Nitriliruptoria,Actinomycetota,rrs_MG1655_2ndrun,3,0,0
Euzebyella,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Evansella,Salisediminibacteriaceae,Bacillales_H,Bacilli,Bacillota,rrs_MG1655_2ndrun,3,0,0
Ewingella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Exercitatus,Pasteurellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Exiguobacterium,Exiguobacteriaceae,Exiguobacteriales,Bacilli,Bacillota,rrs_MG1655_2ndrun,14,0,0
Exilibacterium,Cellvibrionaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Exobacillus,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Extensimonas,Burkholderiaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Ezakiella,Peptoniphilaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Facilibium,Francisellaceae,Francisellales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Facivitalis,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Facklamia,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,4,0,0
Faecalibacillus,Coprobacillaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Faecalibacter,Weeksellaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Faecalibacterium,Ruminococcaceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,9,0,0
Faecalibaculum,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Faecalicatena,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Faecalicoccus,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Faecalimicrobium,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Faecalimonas,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Faecalispora,Acutalibacteraceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Faecalitalea,Erysipelotrichaceae,Erysipelotrichales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Faecousia,Oscillospiraceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Falsarthrobacter,Micrococcaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Falseniella,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Falsibacillus,DSM-25281,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Falsigemmobacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Falsihalocynthiibacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Falsirhodobacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,4,0,0
Falsiroseomonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,9,0,0
Falsiruegeria,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Falsochrobactrum,NA,NA,NA,NA,rrs_MG1655_2ndrun,3,0,0
Fangia,Francisellaceae,Francisellales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Fannyhessea,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Fastidiosibacter,Francisellaceae,Francisellales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Fastidiosipila,Fastidiosipilaceae,Saccharofermentanales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Faucicola,NA,NA,NA,NA,rrs_MG1655_2ndrun,4,0,0
Faunimonas,Afifellaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Feifania,Feifaniaceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Fenollaria,Peptoniphilaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,3,0,0
Ferirhizobium,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ferranicluibacter,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ferribacterium,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Ferrigenium,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Ferrimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Ferrimonas,Shewanellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,3,0,0
Ferriphaselus,Gallionellaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ferrithrix,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Ferrovibrio,Ferrovibrionaceae,Ferrovibrionales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,2,0,0
Ferrovum,Ferrovaceae,Burkholderiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Ferruginibacter,Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,4,0,0
Ferruginivarius,Rhodovibrionaceae,Kiloniellales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Fertoeibacter,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Fervidibacillus,Caldibacillaceae,Bacillales_B,Bacilli,Bacillota,rrs_MG1655_2ndrun,2,0,0
Fervidicella,Caloramatoraceae,Clostridiales,Clostridia,Bacillota,rrs_MG1655_2ndrun,1,0,0
Ferviditalea,KCTC-25726,Paenibacillales,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Fervidobacterium,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogota,rrs_MG1655_2ndrun,6,0,0
Fibrella,Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,4,0,0
Fibrisoma,Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Fibrivirga,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Fibrobacter,Fibrobacteraceae,Fibrobacterales,Fibrobacteria,Fibrobacterota,rrs_MG1655_2ndrun,2,0,0
Fictibacillus,Fictibacillaceae,Bacillales_G,Bacilli,Bacillota,rrs_MG1655_2ndrun,7,0,0
Fidelibacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Filibacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Filifactor,Filifactoraceae,Peptostreptococcales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Filimonas,Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Filobacillus,Alkalibacillaceae,Bacillales_D,Bacilli,Bacillota,rrs_MG1655_2ndrun,1,0,0
Filomicrobium,Hyphomicrobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Fimbriiglobus,Gemmataceae,Gemmatales,Planctomycetia,Planctomycetota,rrs_MG1655_2ndrun,1,0,0
Fimbriimonas,Fimbriimonadaceae,Fimbriimonadales,Fimbriimonadia,Armatimonadota,rrs_MG1655_2ndrun,1,0,0
Finegoldia,Peptoniphilaceae,Tissierellales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Fischerella,Nostocaceae,Cyanobacteriales,Cyanobacteriia,Cyanobacteriota,rrs_MG1655_2ndrun,2,0,0
Flagellatimonas,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Flagellimonas,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,42,0,0
Flammeovirga,Flammeovirgaceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,6,0,0
Flaviaesturariibacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,3,0,0
Flavicella,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,2,0,0
Flaviflagellibacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Flaviflexus,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,5,0,0
Flavihumibacter,Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,8,0,0
Flavilitoribacter,Saprospiraceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,1,0,0
Flavimaribacter,Rhizobiaceae,Rhizobiales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Flavimaricola,Rhodobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs_MG1655_2ndrun,1,0,0
Flavimobilis,Cellulomonadaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs_MG1655_2ndrun,1,0,0
Flavipsychrobacter,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Flaviramulus,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,3,0,0
Flavisolibacter,Chitinophagaceae,Chitinophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,3,0,0
Flavisphingomonas,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Flavisphingopyxis,NA,NA,NA,NA,rrs_MG1655_2ndrun,1,0,0
Flavivirga,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,8,0,0
Flavobacterium,Flavobacteriaceae,Flavobacteriales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,273,0,0
Flavonifractor,Oscillospiraceae,Oscillospirales,Clostridia,Bacillota,rrs_MG1655_2ndrun,2,0,0
Flectobacillus,Spirosomataceae,Cytophagales,Bacteroidia,Bacteroidota,rrs_MG1655_2ndrun,3,0,0
