genus,family,order,class,phylum,gene,n,n_res,f_res
Daeguia,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Dakarella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Dankookia,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Dasania,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Dawidia,Chryseotaleaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,0,0
Dechloromonas,Azonexaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,5,0,0
Deefgea,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,4,3,0.75
Deferribacter,Deferribacteraceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,3,0,0
Deferrisoma,Deferrisomataceae,Deferrisomatales,Deferrisomatia,Thermodesulfobacteriota,rrs,1,0,0
Deferrivibrio,Deferrivibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,1,1,1
Defluviicoccus,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Defluviimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Defluviitalea,Defluviitaleaceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Defluviitoga,Petrotogaceae,Petrotogales,Thermotogae,Thermotogota,rrs,1,1,1
Dehalobacter,Desulfitobacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Dehalogenimonas,Dehalococcoidaceae,Dehalococcoidales,Dehalococcoidia,Chloroflexota,rrs,2,0,0
Deinococcus,Deinococcaceae,Deinococcales,Deinococci,Deinococcota,rrs,35,5,0.14285714285714285
Delftia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Dellaglioa,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,1,1
Demequina,Demequinaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,15,1,0.06666666666666667
Demetria,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Dendrosporobacter,Sporomusaceae,Selenomonadales,Negativicutes,Bacillota,rrs,1,0,0
Denitratimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Denitratisoma,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Denitrificimonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Denitrobacterium,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Denitrobaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Denitromonas,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Denitrovibrio,Geovibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,1,0,0
Dentiradicibacter,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Dermacoccus,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,3,0,0
Dermatobacter,Iamiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,1,1,1
Dermatophilus,Dermatophilaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Derxia,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Desertibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Desertibaculum,Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Desertimonas,Ilumatobacteraceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,1,0,0
Desmospora,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Desnuesiella,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Desulfacinum,Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Thermodesulfobacteriota,rrs,1,1,1
Desulfarculus,Desulfarculaceae,Desulfarculales,Desulfarculia,Thermodesulfobacteriota,rrs,1,1,1
Desulfatirhabdium,Desulfatirhabdiaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,1,1
Desulfatitalea,Desulfosarcinaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,2,2,1
Desulfitibacter,Desulfitibacteraceae,Moorellales,Clostridia,Bacillota,rrs,1,1,1
Desulfitobacterium,Desulfitobacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,5,4,0.8
Desulfobacca,Desulfobaccaceae,Desulfobaccales,Desulfobaccia,Thermodesulfobacteriota,rrs,1,1,1
Desulfobacter,Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,2,1,0.5
Desulfobacula,Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,2,1,0.5
Desulfobaculum,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,2,0,0
Desulfobotulus,Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,0,0
Desulfobulbus,Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,4,1,0.25
Desulfocapsa,Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,1,1
Desulfocicer,Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,1,1
Desulfococcus,Desulfococcaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,0,0
Desulfocurvibacter,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Desulfofalx,Peptococcaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Desulfofarcimen,Peptococcaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Desulfoferrobacter,Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Thermodesulfobacteriota,rrs,1,0,0
Desulfoferula,Desulfarculaceae,Desulfarculales,Desulfarculia,Thermodesulfobacteriota,rrs,1,0,0
Desulfofundulus,Peptococcaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Desulfofustis,Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,2,0,0
Desulfogranum,Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,2,0,0
Desulfohalobium,Desulfohalobiaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,1,1
Desulfohalovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Desulfolithobacter,Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,0,0
Desulfoluna,Desulfolunaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,2,0,0
Desulfolutivibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,2,0,0
Desulfomarina,Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,1,1
Desulfonatronospira,Desulfonatronovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,1,1
Desulfonatronovibrio,Desulfonatronovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,2,0,0
Desulfonauticus,Desulfonauticaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,1,1
Desulfonema,Desulfococcaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,1,1
Desulfonispora,Peptococcaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Desulfopila,Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,1,1
Desulfoplanes,Desulfoplanaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Desulfoprunum,Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,1,1
Desulforamulus,Peptococcaceae,Eubacteriales,Clostridia,Bacillota,rrs,3,1,0.3333333333333333
Desulforapulum,Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,0,0
Desulforegula,Desulforegulaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,1,1
Desulforhabdus,Syntrophobacteraceae,Syntrophobacterales,Syntrophobacteria,Thermodesulfobacteriota,rrs,1,0,0
Desulforhopalus,Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,2,2,1
Desulfosalsimonas,Desulfosalsimonadaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,0,0
Desulfosarcina,Desulfosarcinaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,5,5,1
Desulfoscipio,Desulfallaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Desulfosediminicola,Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,2,2,1
Desulfosporosinus,Desulfitobacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,7,7,1
Desulfosudis,Desulfosudaceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,1,1,1
Desulfotalea,Desulfocapsaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,1,1
Desulfotignum,Desulfobacteraceae,Desulfobacterales,Desulfobacteria,Thermodesulfobacteriota,rrs,2,0,0
Desulfotomaculum,Desulfotomaculaceae,Eubacteriales,Clostridia,Bacillota,rrs,2,1,0.5
Desulfovermiculus,Desulfohalobiaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,1,1
Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,9,1,0.1111111111111111
Desulfovulcanus,Desulfonauticaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,rrs,1,0,0
Desulfurella,Desulfurellaceae,Desulfurellales,Desulfurellia,Campylobacterota,rrs,2,0,0
Desulfuribacillus,Desulfuribacillaceae,Desulfuribacillales,Desulfuribacillia,Bacillota,rrs,2,1,0.5
Desulfurispira,Chrysiogenaceae,Chrysiogenales,Chrysiogenia,Chrysiogenota,rrs,1,1,1
Desulfurivibrio,Desulfobulbaceae,Desulfobulbales,Desulfobulbia,Thermodesulfobacteriota,rrs,1,0,0
Desulfurobacterium,Desulfurobacteriaceae,Desulfurobacteriales,Aquificia,Aquificota,rrs,2,0,0
Desulfuromonas,Desulfuromonadaceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,rrs,1,0,0
Desulfuromusa,Geopsychrobacteraceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,rrs,1,1,1
Dethiobacter,Dethiobacteraceae,Dethiobacterales,Dethiobacteria,Bacillota,rrs,1,1,1
Dethiosulfovibrio,Dethiosulfovibrionaceae,Synergistales,Synergistia,Synergistota,rrs,2,2,1
Devosia,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,38,0,0
Dialister,Veillonellaceae,Veillonellales,Negativicutes,Bacillota,rrs,2,2,1
Diaphorobacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,5,1,0.2
Dichotomicrobium,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Dickeya,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,13,1,0.07692307692307693
Dictyobacter,Dictyobacteraceae,Ktedonobacterales,Ktedonobacteria,Chloroflexota,rrs,6,4,0.6666666666666666
Dictyoglomus,Dictyoglomaceae,Dictyoglomales,Dictyoglomia,Dictyoglomota,rrs,1,1,1
Dielma,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Dietzia,Dietziaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,11,6,0.5454545454545454
Dinoroseobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Diplocloster,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,2,0,0
Dissulfurimicrobium,NA,NA,Deltaproteobacteria,NA,rrs,1,0,0
Dissulfurirhabdus,Dissulfurirhabdaceae,NA,Deltaproteobacteria,NA,rrs,1,1,1
Dokdonella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Dokdonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,4,1,0.25
Dolichospermum,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,2,0,0
Dolosigranulum,Carnobacteriaceae,Lactobacillales,Bacilli,Bacillota,rrs,1,0,0
Domibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,5,1,0.2
Donghicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Dongia,Dongiaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Dongshaea,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Dorea,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,2,0,0
Draconibacterium,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,2,0,0
Dubosiella,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,1,1
Duffyella,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Duganella,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,4,1,0.25
Dulcicalothrix,Calotrichaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Duncaniella,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,4,1,0.25
Dyadobacter,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,19,8,0.42105263157894735
Dyella,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,34,10,0.29411764705882354
Dysgonomonas,Dysgonomonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,6,0,0
Dysosmobacter,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,2,0,0
Echinicola,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,6,2,0.3333333333333333
Echinimonas,Echinimonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Ectobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Ectopseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,8,0,0
Ectorhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Ectothiorhodosinus,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Ectothiorhodospira,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Edaphobacter,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,6,6,1
Edaphosphingomonas,NA,NA,NA,NA,rrs,2,0,0
Edwardsiella,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Effusibacillus,Alicyclobacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Eggerthella,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,5,1,0.2
Eggerthia,Coprobacillaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,1,1
Egicoccus,Egicoccaceae,Egicoccales,Nitriliruptoria,Actinomycetota,rrs,1,0,0
Ehrlichia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Eikenella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,4,0,0
Eilatimonas,Kordiimonadaceae,Kordiimonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Eisenbergiella,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,2,0,0
Eisenibacter,Microscillaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Ekhidna,Reichenbachiellaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Eleftheria,NA,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Elioraea,Elioraeaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Elongatibacter,Wenzhouxiangellaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Elusimicrobium,Elusimicrobiaceae,Elusimicrobiales,Elusimicrobia,Elusimicrobiota,rrs,1,0,0
Emergencia,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Empedobacter,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Emticicia,Leadbetterellaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,6,1,0.16666666666666666
Endobacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Endobacterium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Endozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,8,1,0.125
Engelhardtia,NA,NA,Planctomycetia,Planctomycetota,rrs,1,1,1
Enorma,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Ensifer,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Enterobacillus,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Enterobacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,17,1,0.058823529411764705
Enterobacterales,NA,NA,NA,NA,rrs,1,0,0
Enterobacteriaceae,NA,NA,NA,NA,rrs,6,0,0
Enterocloster,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,5,1,0.2
Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,59,11,0.1864406779661017
Enteroscipio,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Enterovibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Enterovirga,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Entomomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,rrs,2,1,0.5
Entomoplasma,Entomoplasmataceae,Entomoplasmatales,Mollicutes,Mycoplasmatota,rrs,2,1,0.5
Entomospira,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,3,2,0.6666666666666666
Eoetvoesiella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Ephemeroptericola,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Epibacterium,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Ereboglobus,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,rrs,1,0,0
Erwinia,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,10,1,0.1
Erysipelothrix,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,8,0,0
Erythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,21,0,0
Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,7,0,0
Eshraghiella,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Estrella,Criblamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiota,rrs,1,0,0
Eubacterium,Eubacteriaceae,Eubacteriales,Clostridia,Bacillota,rrs,9,0,0
Eudoraea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Euhalothece,Halothecacae,Chroococcales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Euryhalocaulis,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Euzebya,Euzebyaceae,Euzebyales,Nitriliruptoria,Actinomycetota,rrs,3,0,0
Euzebyella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Evansella,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,0,0
Ewingella,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Exiguobacterium,NA,Bacillales,Bacilli,Bacillota,rrs,14,2,0.14285714285714285
Exobacillus,NA,NA,NA,NA,rrs,1,0,0
Extensimonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,3,0,0
Extibacter,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Ezakiella,NA,NA,Tissierellia,Bacillota,rrs,1,0,0
Facivitalis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Facklamia,Aerococcaceae,Lactobacillales,Bacilli,Bacillota,rrs,3,0,0
Faecalibacillus,Coprobacillaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,1,0,0
Faecalibacter,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Faecalibacterium,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,9,3,0.3333333333333333
Faecalicatena,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Faecalicoccus,Erysipelotrichaceae,Erysipelotrichales,Erysipelotrichia,Bacillota,rrs,2,1,0.5
Faecalimicrobium,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
Faecalispora,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Falsarthrobacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Falsibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Falsigemmobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Falsihalocynthiibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Falsirhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Falsiroseomonas,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,6,0,0
Falsiruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Falsochrobactrum,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Fangia,Fastidiosibacteraceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Fannyhessea,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,1,0,0
Fastidiosibacter,Fastidiosibacteraceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Faucicola,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,rrs,1,1,1
Faunimonas,Afifellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Feifania,Feifaniaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Fenollaria,NA,Eubacteriales,Clostridia,Bacillota,rrs,2,2,1
Ferirhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Ferranicluibacter,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Ferribacterium,Azonexaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Ferrigenium,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Ferrimicrobium,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,1,0,0
Ferrimonas,Ferrimonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,1,0.3333333333333333
Ferriphaselus,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Ferrithrix,Acidimicrobiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,1,0,0
Ferrovibrio,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Ferrovum,Ferrovaceae,Ferrovales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Fertoeibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Fervidicola,Thermosediminibacteraceae,Thermosediminibacterales,Clostridia,Bacillota,rrs,1,1,1
Fervidobacterium,Fervidobacteriaceae,Thermotogales,Thermotogae,Thermotogota,rrs,3,2,0.6666666666666666
Fibrella,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,1,1
Fibrisoma,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,2,1
Fictibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Fidelibacter,Fidelibacteraceae,Fidelibacterales,Fidelibacteria,Fidelibacterota,rrs,1,0,0
Filifactor,Filifactoraceae,Peptostreptococcales,Clostridia,Bacillota,rrs,2,1,0.5
Filobacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Filomicrobium,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Fimbriimonas,Fimbriimonadaceae,Fimbriimonadales,Fimbriimonadia,Armatimonadota,rrs,1,0,0
Fischerella,Hapalosiphonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,2,0,0
Flagellatimonas,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Flagellimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,17,9,0.5294117647058824
Flammeovirga,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,6,6,1
Flaviflagellibacter,NA,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Flaviflexus,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,4,1,0.25
Flavihumibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,3,0,0
