genus,family,order,class,phylum,n,n_res,f_res
Neptuniibacter,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,4,0,0
Neptunitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Neptunomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,6,0,0
Nereida,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Nesterenkonia,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,26,0,0
Nevskia,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,2,0,0
Nguyenibacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Niabella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,10,0,0
Niastella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,6,0,0
Nicoletella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Nigerium,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,1,0,0
Ningiella,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Nioella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,3,0,0
Nisaea,Thalassobaculaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,4,0,0
Nissabacter,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Nitratidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,4,0,0
Nitratifractor,Sulfurovaceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,1,0,0
Nitratireductor,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,14,0,0
Nitratiruptor,Nitratiruptoraceae,Nautiliales,Epsilonproteobacteria,Campylobacterota,1,0,0
Nitriliruptor,Nitriliruptoraceae,Nitriliruptorales,Nitriliruptoria,Actinomycetota,1,0,0
Nitrincola,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,8,0,0
Nitritalea,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Nitrobacter,Nitrobacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Nitrococcus,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Nitrogeniibacter,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,2,0,0
Nitrosococcus,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,4,0,0
Nitrosomonas,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,12,1,0.08333333333333333
Nitrosophilus,Nitratiruptoraceae,Nautiliales,Epsilonproteobacteria,Campylobacterota,3,0,0
Nitrosospira,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,3,0,0
Nitrosovibrio,Nitrosomonadaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Nitrospina,Nitrospinaceae,Nitrospinales,Nitrospinia,Nitrospinota,2,0,0
Nitrospira,Nitrospiraceae,Nitrospirales,Nitrospiria,Nitrospirota,5,0,0
Nitrospirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,3,0,0
Niveibacterium,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,3,0,0
Niveispirillum,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,4,0,0
Nocardia,Nocardiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,118,1,0.00847457627118644
Nocardioides,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,149,0,0
Nocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,42,3,0.07142857142857142
Nodosilinea,Nodosilineaceae,Nodosilineales,Cyanophyceae,Cyanobacteriota,1,0,0
Nodularia,Nodulariaceae,Nostocales,Cyanophyceae,Cyanobacteriota,4,0,0
Nonlabens,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,11,0,0
Nonomuraea,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,63,0,0
Nostoc,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteriota,14,0,0
Nostocoides,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,5,0,0
Notoacmeibacter,Notoacmeibacteraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Novacetimonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Noviherbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,15,0,0
Noviluteimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,4,0,0
Novilysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,10,0,0
Novimethylophilus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Novispirillum,Novispirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Novosphingobium,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,62,62,1
Novosphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,2,2,1
Nucisporomicrobium,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,1,0,0
Obesumbacterium,Hafniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Occallatibacter,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,2,0,0
Occultella,Ruaniaceae,Micrococcales,Actinomycetes,Actinomycetota,4,0,0
Oceanibacterium,Sneathiellaceae,Sneathiellales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanibaculum,Oceanibaculaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,3,0,0
Oceanibium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanicaulis,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanicella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanicoccus,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Oceanicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,2,0,0
Oceaniferula,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,2,0,0
Oceaniglobus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Oceanihabitans,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Oceanimonas,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,5,0,0
Oceaniovalibus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanipulchritudo,Oceanipulchritudinaceae,Puniceicoccales,Opitutia,Verrucomicrobiota,1,0,0
Oceaniradius,Ahrensiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanirhabdus,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Oceanisphaera,Aeromonadaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,9,0,0
Oceanispirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Oceanitalea,NA,NA,NA,NA,1,0,0
Oceanithermus,Thermaceae,Thermales,Deinococci,Deinococcota,2,0,0
Oceanivirga,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,2,0,0
Oceanobacter,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,3,0,0
Oceanococcus,Oceanococcaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Oceanomicrobium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oceanospirillum,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,6,0,0
Oceanotoga,Petrotogaceae,Petrotogales,Thermotogae,Thermotogota,1,0,0
Ochrobactrum,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,5,0,0
Ochrovirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Octadecabacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,6,0,0
Odoribacter,Odoribacteraceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Oecophyllibacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oerskovia,Cellulomonadaceae,Micrococcales,Actinomycetes,Actinomycetota,9,0,0
Oharaeibacter,Pleomorphomonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Okeania,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,1,0,0
Okeanomitos,Aphanizomenonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,1,0,0
Okibacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Olavius,NA,NA,NA,NA,1,0,0
Olegusella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,1,1,1
Oleiagrimonas,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Oleidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,1,0,0
Oleiharenicola,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,1,0,0
Oleiphilus,Oleiphilaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Oleisolibacter,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oleispirillum,Oleispirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oleomonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oligella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,1,0.5
Oligoflexus,Oligoflexaceae,Oligoflexales,Oligoflexia,Bdellovibrionota,1,0,0
Olleya,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,4,0,0
Ollibium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,9,9,1
Onishia,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,2,0,0
Opacimonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Opitutus,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,1,0,0
Orbus,Orbaceae,Orbales,Gammaproteobacteria,Pseudomonadota,5,0,0
Orenia,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,2,0,0
Oricola,Ahrensiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,4,0,0
Ornithinibacter,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,1,1,1
Ornithinicoccus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Ornithinimicrobium,Ornithinimicrobiaceae,Micrococcales,Actinomycetes,Actinomycetota,14,0,0
Ornithobacterium,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Orrella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Oryzibacter,Pleomorphomonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oryzicola,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Oryzihumus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Oryzisolibacter,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Oryzobacter,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Oryzomicrobium,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,1,0,0
Oryzomonas,Geobacteraceae,Geobacterales,Desulfuromonadia,Thermodesulfobacteriota,3,0,0
Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,3,0,0
Ostreibacterium,Ostreibacteriaceae,Cardiobacteriales,Gammaproteobacteria,Pseudomonadota,1,0,0
Ostreiculturibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Otariodibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Ottowia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,8,0,0
Owenweeksia,Owenweeksiaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Oxalicibacterium,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Oxalobacter,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,5,0,0
Oxobacter,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Oxynema,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,1,0,0
Pacificibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Pacificimonas,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,3,0,0
Pacificispira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Pacificitalea,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Pacificoceanicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Paenacidovorax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Paenalcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,3,0,0
Paenarthrobacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,7,0,0
Paenibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,7,0,0
Paeniglutamicibacter,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,8,0,0
Paenimyroides,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,7,0,0
Paenirhodobacter,NA,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,5,0,0
Paeniroseomonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Paenochrobactrum,Brucellaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Pajaroellobacter,Polyangiaceae,Polyangiales,NA,Myxococcota,1,0,0
Palleniella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,2,0,0
Palleronia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,9,0,0
Paludibacillus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Paludibacterium,Chromobacteriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,4,0,0
Paludisphaera,Isosphaeraceae,Isosphaerales,Planctomycetia,Planctomycetota,1,1,1
Panacagrimonas,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Panacibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,2,0,0
Pandoraea,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,28,0,0
Pannonibacter,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,5,0,0
Pannus,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,1,0,0
Pantoea,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,30,1,0.03333333333333333
Parabacteroides,Tannerellaceae,Bacteroidales,Bacteroidia,Bacteroidota,5,0,0
Paraburkholderia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,98,0,0
Paracandidimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Parachitinimonas,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Parachlamydia,Parachlamydiaceae,Parachlamydiales,Chlamydiia,Chlamydiota,1,0,0
Paracidovorax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,8,0,0
Paracnuella,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,1,0,0
Paracoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,93,0,0
Paracraurococcus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Paracrocinitomix,Crocinitomicaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Paractinoplanes,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,19,0,0
Paradevosia,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,2,1
Paraeggerthella,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,2,0,0
Parafannyhessea,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,1,1,1
Paraferrimonas,Ferrimonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,2,0,0
Parafilimonas,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,1,0,0
Paraflavitalea,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,3,0,0
Parafrankia,Frankiaceae,Frankiales,Actinomycetes,Actinomycetota,5,0,0
Parafrigoribacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,3,0,0
Paragemmobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,5,0,0
Paraglaciecola,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,10,0,0
Parahaliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,3,0,0
Paraherbaspirillum,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Paralabilibaculum,Marinifilaceae,Marinilabiliales,Bacteroidia,Bacteroidota,1,0,0
Paralcaligenes,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Paralimibaculum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Paraliomyxa,NA,Myxococcales,Myxococcia,Myxococcota,1,0,0
Paralysiella,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Paramagnetospirillum,Magnetospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,5,0,0
Paramesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Paramicrobacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,4,0,0
Paramixta,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Paramuribaculum,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Paramylibacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Paraneptunicella,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Paraoerskovia,Cellulomonadaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Parapedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,3,0,0
Paraperlucidibaca,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,2,0,0
Paraphotobacterium,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Parapontixanthobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,1,1,1
Paraprevotella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,2,1,0.5
Parapusillimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Pararcticibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,1,0,0
Pararhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,8,0,0
Pararhodobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Pararhodonellum,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Pararhodospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,2,0,0
Pararobbsia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Pararoseomonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Parasaccharibacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Parascardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,1,0,0
Parasedimentitalea,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,5,0,0
Parasediminibacterium,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,1,0,0
Parashewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,4,0,0
Parasphaerochaeta,Sphaerochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Parasphingopyxis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,3,3,1
Parasphingorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,5,5,1
Parasulfitobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Parasulfuritortus,Thiobacillaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Parasutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,3,1,0.3333333333333333
Parasynechococcus,Prochlorococcaceae,Synechococcales,Cyanophyceae,Cyanobacteriota,1,0,0
Parathalassolituus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Paratractidigestivibacter,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,1,1,1
Paraurantiacibacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,1,1,1
Parazoarcus,Zoogloeaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,1,0,0
Paremcibacter,Emcibacteraceae,Emcibacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Parendozoicomonas,Endozoicomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,2,0,0
Parenemella,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,1,0,0
Parerythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,4,4,1
Pareuzebyella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Paroceanicella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Parolsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,2,2,1
Parvibacter,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,1,0,0
Parvibaculum,Parvibaculaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,3,0,0
Parvibium,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Parvicella,Parvicellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Parvivirga,Anaerosomataceae,Anaerosomatales,Coriobacteriia,Actinomycetota,1,0,0
Parvularcula,Parvularculaceae,Parvularculales,Alphaproteobacteria,Pseudomonadota,7,0,0
Pasteurella,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,9,0,0
Patiriisocius,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,3,0,0
Paucibacter,NA,NA,NA,NA,1,0,0
Paucidesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,2,0,0
Paucimonas,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Pauljensenia,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,1,1,1
Pectinatus,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,5,0,0
Pectobacterium,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,23,0,0
Pedobacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,1,0,0
Pedococcus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,6,0,0
Pedomonas,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,1,0,0
Pelagerythrobacter,Erythrobacteraceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,4,4,1
Pelagibacterium,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,10,10,1
Pelagibaculum,NA,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Pelagibius,Rhodovibrionaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,2,0,0
Pelagicoccus,Pelagicoccaceae,Puniceicoccales,Opitutia,Verrucomicrobiota,1,0,0
Pelagihabitans,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Pelagimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Pelagivirga,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
